Tipo NI;CNPJ;Período de Apuraçăo;Data de Transmissăo;Hora Transmissăo;Categoria;Origem;Tipo;Situaçăo;Débito Apurado;Saldo a Pagar
CNPJ;2,99488E+13;01/06/2025;31/07/2025;17:10:49;Geral;eSocial;Retificadora;Ativa;R$ 4.401,42;R$ 4.401,42
CNPJ;2,99488E+13;01/05/2025;10/06/2025;12:11:38;Geral;eSocial;Original;Ativa;R$ 5.460,48;R$ 5.460,48
CNPJ;2,92361E+13;01/09/2025;06/10/2025;10:31:59;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/08/2025;15/09/2025;11:35:29;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/07/2025;14/08/2025;20:22:04;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/06/2025;09/07/2025;19:59:49;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 742,11;R$ 742,11
CNPJ;2,92361E+13;01/05/2025;24/09/2025;13:56:06;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 670,97;R$ 670,97
CNPJ;3,10423E+13;01/06/2025;10/07/2025;10:48:31;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 4.550,49;R$ 4.550,49
CNPJ;3,06913E+13;01/08/2025;22/09/2025;23:02:44;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 55.263,27;R$ 55.263,27
CNPJ;3,06913E+13;01/07/2025;21/08/2025;23:03:24;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 62.878,70;R$ 62.878,70
CNPJ;3,06913E+13;01/06/2025;29/07/2025;10:59:06;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 294.400,04;R$ 294.400,04
CNPJ;3,06913E+13;01/05/2025;23/06/2025;21:15:12;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 63.452,43;R$ 63.452,43
CNPJ;3,0394E+13;01/09/2025;20/10/2025;10:49:07;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 16.508,39;R$ 16.508,39
CNPJ;3,0394E+13;01/08/2025;11/10/2025;10:57:35;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 2.576,48;R$ 2.576,48
CNPJ;3,0394E+13;01/07/2025;11/10/2025;10:57:08;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 11.238,81;R$ 11.238,81
CNPJ;3,0394E+13;01/06/2025;15/07/2025;17:01:14;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.413,31;R$ 2.413,31
CNPJ;3,0394E+13;01/05/2025;16/06/2025;15:34:35;Geral;eSocial, REINF RET;Original;Ativa;R$ 2.035,00;R$ 2.035,00
CNPJ;3,14879E+13;01/09/2025;17/10/2025;13:27:30;Geral;"eSocial, REINF CP, REINF
RET";Retificadora;Ativa;R$ 26.436,13;R$ 26.436,13
CNPJ;3,14879E+13;01/07/2025;22/08/2025;15:08:32;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 99.294,60;R$ 99.294,60
CNPJ;3,14879E+13;01/06/2025;31/07/2025;09:35:05;Geral;eSocial, MIT;Retificadora;Ativa;R$ 287.118,92;R$ 287.118,92
CNPJ;3,14879E+13;01/05/2025;23/06/2025;19:22:29;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 96.599,21;R$ 96.599,21
CNPJ;3,13324E+13;01/09/2025;30/09/2025;08:24:43;Geral;eSocial;Original;Ativa;R$ 1.190,40;R$ 1.190,40
CNPJ;3,13324E+13;01/08/2025;27/08/2025;17:58:32;Geral;eSocial;Original;Ativa;R$ 845,04;R$ 845,04
CNPJ;3,13324E+13;01/07/2025;29/07/2025;15:40:05;Geral;eSocial;Original;Ativa;R$ 845,04;R$ 845,04
CNPJ;3,13324E+13;01/06/2025;30/06/2025;17:24:49;Geral;eSocial;Original;Ativa;R$ 886,36;R$ 886,36
CNPJ;3,13324E+13;01/05/2025;30/05/2025;13:15:15;Geral;eSocial;Original;Ativa;R$ 821,21;R$ 821,21
CNPJ;3,17917E+13;01/06/2025;11/08/2025;18:17:16;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 45.274,20;R$ 45.274,20
CNPJ;3,17649E+13;01/09/2025;;;Geral;"eSocial, REINF CP, REINF
RET";Original;Em andamento;R$ 14.899,82;R$ 14.899,82
CNPJ;3,17649E+13;01/08/2025;23/09/2025;09:52:58;Geral;"eSocial, REINF CP, REINF
RET, MIT";Original;Ativa;R$ 46.470,50;R$ 46.470,50
CNPJ;3,17649E+13;01/07/2025;26/08/2025;16:23:50;Geral;"eSocial, REINF CP, REINF
RET, MIT";Original;Ativa;R$ 41.433,15;R$ 41.433,15
CNPJ;3,17649E+13;01/06/2025;29/07/2025;09:53:02;Geral;"eSocial, REINF CP, REINF
RET, MIT";Original;Ativa;R$ 96.625,38;R$ 96.625,38
CNPJ;3,17649E+13;01/05/2025;25/06/2025;16:31:43;Geral;"eSocial, REINF CP, REINF
RET, MIT";Original;Ativa;R$ 44.628,80;R$ 44.628,80
CNPJ;3,15584E+13;01/09/2025;10/10/2025;13:33:24;Geral;eSocial;Original;Ativa;R$ 652,10;R$ 652,10
CNPJ;3,15584E+13;01/08/2025;05/09/2025;14:27:23;Geral;eSocial;Original;Ativa;R$ 889,42;R$ 889,42
CNPJ;3,15584E+13;01/07/2025;12/08/2025;14:15:59;Geral;eSocial, REINF RET;Original;Ativa;R$ 840,47;R$ 840,47
CNPJ;3,15584E+13;01/06/2025;04/07/2025;10:43:11;Geral;eSocial;Original;Ativa;R$ 730,96;R$ 730,96
CNPJ;3,15584E+13;01/05/2025;13/06/2025;09:42:29;Geral;eSocial;Original;Ativa;R$ 742,88;R$ 742,88
CNPJ;3,24015E+13;01/09/2025;13/10/2025;11:37:45;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 11.584,06;R$ 11.584,06
CNPJ;3,24015E+13;01/07/2025;13/08/2025;16:11:36;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 9.186,77;R$ 9.186,77
CNPJ;3,24015E+13;01/06/2025;13/08/2025;12:46:46;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 9.330,49;R$ 9.330,49
CNPJ;3,24015E+13;01/05/2025;11/06/2025;11:42:13;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 11.880,68;R$ 11.880,68
CNPJ;3,21175E+13;01/09/2025;14/10/2025;10:21:52;Geral;eSocial, MIT;Retificadora;Ativa;R$ 74.740,09;R$ 74.740,09
CNPJ;3,21175E+13;01/08/2025;22/09/2025;10:17:36;Geral;eSocial, MIT;Retificadora;Ativa;R$ 34.543,35;R$ 34.543,35
CNPJ;3,21175E+13;01/07/2025;18/08/2025;08:21:13;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 28.050,29;R$ 28.050,29
CNPJ;3,21175E+13;01/06/2025;15/07/2025;11:43:27;Geral;eSocial, MIT;Retificadora;Ativa;R$ 81.618,61;R$ 81.618,61
CNPJ;3,21175E+13;01/05/2025;14/06/2025;17:39:42;Geral;eSocial, MIT;Retificadora;Ativa;R$ 26.951,38;R$ 26.951,38
CNPJ;3,2747E+13;01/06/2025;16/06/2025;08:28:30;Geral;eSocial;Original;Ativa;R$ 286,00;R$ 286,00
CNPJ;3,26637E+13;01/09/2025;25/09/2025;12:42:07;Geral;eSocial;Original;Ativa;R$ 535,96;R$ 535,96
CNPJ;3,26637E+13;01/08/2025;22/08/2025;15:30:59;Geral;eSocial;Original;Ativa;R$ 535,96;R$ 535,96
CNPJ;3,26637E+13;01/07/2025;07/08/2025;09:39:09;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 535,96;R$ 535,96
CNPJ;3,26637E+13;01/06/2025;16/06/2025;11:43:00;Geral;eSocial;Original;Ativa;R$ 535,96;R$ 535,96
CNPJ;3,26637E+13;01/05/2025;21/05/2025;16:23:16;Geral;eSocial;Original;Ativa;R$ 535,96;R$ 535,96
CNPJ;3,24244E+13;01/09/2025;;;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Em andamento;R$ 54.281,39;R$ 53.880,56
CNPJ;3,24244E+13;01/09/2025;10/10/2025;16:53:16;Geral;eSocial, REINF CP, REINF RET;Original;Ativa;R$ 46.993,43;R$ 46.592,60
CNPJ;3,24244E+13;01/08/2025;30/09/2025;08:05:53;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 70.459,97;R$ 69.939,97
CNPJ;3,24244E+13;01/07/2025;29/08/2025;09:15:26;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 93.401,53;R$ 93.052,70
CNPJ;3,24244E+13;01/06/2025;30/07/2025;08:43:46;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 121.763,24;R$ 121.362,40
CNPJ;3,24244E+13;01/05/2025;29/06/2025;01:07:09;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 91.828,11;R$ 91.164,57
CNPJ;3,30247E+13;01/09/2025;13/10/2025;09:18:48;Geral;eSocial;Original;Ativa;R$ 1.289,58;R$ 1.289,58
CNPJ;3,30247E+13;01/07/2025;10/09/2025;12:25:13;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.485,77;R$ 1.485,77
CNPJ;3,30247E+13;01/06/2025;03/07/2025;16:03:14;Geral;eSocial;Original;Ativa;R$ 1.424,90;R$ 1.424,90
CNPJ;3,30247E+13;01/05/2025;17/06/2025;17:18:18;Geral;eSocial;Original;Ativa;R$ 1.333,01;R$ 1.333,01
CNPJ;3,30232E+13;01/09/2025;01/10/2025;16:22:52;Geral;MIT;Original;Ativa;R$ 6.158,07;R$ 6.158,07
CNPJ;3,30232E+13;01/08/2025;03/09/2025;09:41:04;Geral;eSocial, MIT;Retificadora;Ativa;R$ 1.569,50;R$ 1.569,50
CNPJ;3,30232E+13;01/07/2025;14/08/2025;10:17:59;Geral;REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 1.602,98;R$ 1.602,98
CNPJ;3,30232E+13;01/06/2025;02/07/2025;14:56:26;Geral;MIT;Original;Ativa;R$ 6.207,08;R$ 6.207,08
CNPJ;3,30232E+13;01/05/2025;16/06/2025;17:22:27;Geral;eSocial, MIT;Retificadora;Ativa;R$ 1.604,55;R$ 1.604,55
CNPJ;3,36724E+13;01/08/2025;22/09/2025;09:26:36;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 39.824,26;R$ 39.824,26
CNPJ;3,36724E+13;01/07/2025;18/08/2025;13:00:50;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 45.728,46;R$ 45.728,46
CNPJ;3,36724E+13;01/06/2025;23/07/2025;15:39:38;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 94.461,11;R$ 94.461,11
CNPJ;3,36724E+13;01/05/2025;11/06/2025;16:37:56;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 39.797,73;R$ 39.797,73
CNPJ;3,32494E+13;01/08/2025;22/09/2025;15:40:17;Geral;eSocial, MIT;Retificadora;Ativa;R$ 53.148,86;R$ 53.148,86
CNPJ;3,32494E+13;01/07/2025;20/08/2025;10:50:05;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 46.417,28;R$ 46.417,28
CNPJ;3,32494E+13;01/06/2025;21/07/2025;09:56:03;Geral;eSocial, MIT;Retificadora;Ativa;R$ 94.952,02;R$ 94.952,02
CNPJ;3,32494E+13;01/05/2025;18/06/2025;09:41:07;Geral;eSocial, MIT;Retificadora;Ativa;R$ 48.163,81;R$ 48.163,81
CNPJ;3,32475E+13;01/08/2025;23/09/2025;17:27:51;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 190.667,90;R$ 190.516,93
CNPJ;3,32475E+13;01/07/2025;20/08/2025;15:46:39;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 220.325,95;R$ 220.325,95
CNPJ;3,32475E+13;01/06/2025;14/08/2025;12:49:25;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 501.637,65;R$ 501.637,65
CNPJ;3,32475E+13;01/05/2025;20/06/2025;11:12:57;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 193.279,17;R$ 193.279,17
CNPJ;3,42635E+13;01/09/2025;15/10/2025;17:40:08;Geral;eSocial;Original;Ativa;R$ 578,58;R$ 578,58
CNPJ;3,42635E+13;01/07/2025;14/08/2025;18:51:51;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 456,27;R$ 456,27
CNPJ;3,42635E+13;01/06/2025;14/07/2025;09:19:08;Geral;eSocial;Original;Ativa;R$ 456,27;R$ 456,27
CNPJ;3,42635E+13;01/05/2025;11/06/2025;11:21:27;Geral;eSocial;Original;Ativa;R$ 450,69;R$ 450,69
CNPJ;3,4233E+13;01/08/2025;19/09/2025;13:37:08;Geral;eSocial, MIT;Retificadora;Ativa;R$ 7.795,42;R$ 7.795,42
CNPJ;3,4233E+13;01/07/2025;20/08/2025;09:05:31;Geral;eSocial, MIT;Retificadora;Ativa;R$ 7.570,57;R$ 7.570,57
CNPJ;3,4233E+13;01/06/2025;21/07/2025;14:48:53;Geral;eSocial, MIT;Retificadora;Ativa;R$ 14.319,62;R$ 14.319,62
CNPJ;3,4233E+13;01/05/2025;20/06/2025;13:32:28;Geral;eSocial, MIT;Retificadora;Ativa;R$ 8.302,89;R$ 8.302,89
CNPJ;3,39026E+13;01/09/2025;30/09/2025;11:03:44;Geral;eSocial;Original;Ativa;R$ 1.277,35;R$ 1.277,35
CNPJ;3,39026E+13;01/08/2025;27/08/2025;17:53:15;Geral;eSocial;Original;Ativa;R$ 1.176,80;R$ 1.176,80
CNPJ;3,39026E+13;01/07/2025;29/07/2025;15:58:59;Geral;eSocial;Original;Ativa;R$ 1.136,01;R$ 1.136,01
CNPJ;3,39026E+13;01/06/2025;01/07/2025;12:59:07;Geral;eSocial;Original;Ativa;R$ 1.105,90;R$ 1.105,90
CNPJ;3,39026E+13;01/05/2025;30/05/2025;13:15:38;Geral;eSocial;Original;Ativa;R$ 1.053,32;R$ 1.053,32
CNPJ;3,50725E+13;01/08/2025;23/09/2025;16:52:02;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 1.957,68;R$ 1.957,68
CNPJ;3,50725E+13;01/06/2025;17/07/2025;09:57:07;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 10.114,93;R$ 10.114,93
CNPJ;3,50725E+13;01/05/2025;27/06/2025;08:32:34;Geral;REINF CP, MIT;Retificadora;Ativa;R$ 3.128,09;R$ 3.128,09
CNPJ;3,50608E+13;01/08/2025;24/09/2025;08:52:10;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 104.549,70;R$ 104.549,70
CNPJ;3,50608E+13;01/07/2025;21/08/2025;16:08:02;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 94.050,31;R$ 86.035,18
CNPJ;3,50608E+13;01/06/2025;29/07/2025;08:09:29;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 337.262,98;R$ 253.400,10
CNPJ;3,50608E+13;01/05/2025;20/06/2025;13:50:45;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 78.546,94;R$ 70.576,80
CNPJ;3,46476E+13;01/09/2025;15/10/2025;18:20:28;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 21.491,04;R$ 19.491,04
CNPJ;3,46476E+13;01/08/2025;16/09/2025;14:56:40;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 23.722,02;R$ 23.388,69
CNPJ;3,46476E+13;01/07/2025;26/08/2025;09:10:23;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 23.679,74;R$ 23.679,74
CNPJ;3,46476E+13;01/06/2025;30/07/2025;18:10:11;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 75.182,09;R$ 75.182,09
CNPJ;3,46476E+13;01/05/2025;16/06/2025;23:01:44;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 21.500,28;R$ 21.500,28
CNPJ;3,56914E+13;01/09/2025;20/10/2025;12:48:50;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 359.208,00;R$ 356.021,33
CNPJ;3,56914E+13;01/08/2025;15/09/2025;19:19:46;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 681.542,49;R$ 674.842,02
CNPJ;3,56914E+13;01/07/2025;21/08/2025;17:30:04;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 592.722,28;R$ 588.427,28
CNPJ;3,56914E+13;01/06/2025;12/09/2025;11:09:57;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 1.428.247,45;R$ 963.383,91
CNPJ;3,56914E+13;01/05/2025;31/07/2025;17:22:06;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 833.938,97;R$ 0,00
CNPJ;3,51127E+13;01/09/2025;15/10/2025;16:38:56;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.432,82;R$ 1.432,82
CNPJ;3,51127E+13;01/08/2025;15/09/2025;11:17:07;Geral;"eSocial, REINF CP, REINF
RET";Retificadora;Ativa;R$ 1.497,96;R$ 1.497,96
CNPJ;3,51127E+13;01/07/2025;14/08/2025;20:02:03;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.408,76;R$ 1.408,76
CNPJ;3,51127E+13;01/06/2025;21/07/2025;12:19:46;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.559,00;R$ 1.559,00
CNPJ;3,51127E+13;01/05/2025;11/06/2025;08:35:03;Geral;eSocial;Original;Ativa;R$ 1.540,89;R$ 1.540,89
CNPJ;3,59944E+13;01/09/2025;15/09/2025;11:38:17;Geral;eSocial;Original;Ativa;R$ 1.293,46;R$ 1.293,46
CNPJ;3,59944E+13;01/07/2025;17/07/2025;12:40:02;Geral;eSocial;Original;Ativa;R$ 1.288,71;R$ 1.288,71
CNPJ;3,59944E+13;01/06/2025;20/06/2025;12:04:39;Geral;eSocial;Original;Ativa;R$ 1.288,71;R$ 1.288,71
CNPJ;3,59944E+13;01/05/2025;17/06/2025;17:07:17;Geral;eSocial;Original;Ativa;R$ 1.288,71;R$ 1.288,71
CNPJ;3,59725E+13;01/09/2025;25/09/2025;13:17:51;Geral;eSocial;Original;Ativa;R$ 3.022,76;R$ 3.022,76
CNPJ;3,59725E+13;01/08/2025;25/08/2025;14:34:12;Geral;eSocial;Original;Ativa;R$ 3.108,24;R$ 3.108,24
CNPJ;3,59725E+13;01/07/2025;15/08/2025;14:25:17;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.957,88;R$ 2.957,88
CNPJ;3,59725E+13;01/06/2025;25/06/2025;16:21:05;Geral;eSocial;Original;Ativa;R$ 2.997,32;R$ 2.997,32
CNPJ;3,59725E+13;01/05/2025;12/06/2025;09:24:52;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 3.625,68;R$ 3.625,68
CNPJ;3,59578E+13;01/08/2025;19/09/2025;20:19:53;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 99.841,38;R$ 99.707,04
CNPJ;3,59578E+13;01/07/2025;15/08/2025;23:21:31;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 110.272,22;R$ 109.903,75
CNPJ;3,59578E+13;01/06/2025;20/10/2025;10:12:45;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 316.764,78;R$ 316.504,78
CNPJ;3,59578E+13;01/05/2025;17/06/2025;18:27:05;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 91.823,98;R$ 91.628,98
CNPJ;3,61303E+13;01/07/2025;13/08/2025;17:17:57;Geral;REINF CP, MIT;Original;Ativa;R$ 941,80;R$ 941,80
CNPJ;3,61303E+13;01/05/2025;12/06/2025;08:52:47;Geral;eSocial, REINF CP, MIT;Original;Ativa;R$ 3.390,64;R$ 3.390,64
CNPJ;3,60824E+13;01/09/2025;15/10/2025;17:37:40;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.221,51;R$ 2.221,51
CNPJ;3,60824E+13;01/08/2025;18/09/2025;14:55:19;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.102,18;R$ 2.102,18
CNPJ;3,60824E+13;01/07/2025;14/08/2025;18:39:02;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.134,08;R$ 2.134,08
CNPJ;3,60824E+13;01/06/2025;14/07/2025;09:12:29;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.393,61;R$ 2.393,61
CNPJ;3,60824E+13;01/05/2025;11/06/2025;11:25:20;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.302,79;R$ 2.302,79
CNPJ;3,60451E+13;01/09/2025;15/10/2025;15:28:07;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 3.709,77;R$ 3.709,77
CNPJ;3,60451E+13;01/08/2025;29/09/2025;10:44:17;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 4.321,56;R$ 0,00
CNPJ;3,60451E+13;01/07/2025;29/08/2025;09:57:39;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 4.393,22;R$ 0,00
CNPJ;3,60451E+13;01/06/2025;31/07/2025;09:31:09;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 3.621,78;R$ 0,00
CNPJ;3,60451E+13;01/05/2025;26/06/2025;11:04:56;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 4.055,37;R$ 0,00
CNPJ;3,70922E+13;01/08/2025;24/09/2025;08:26:34;Geral;MIT;Original;Ativa;R$ 1.062,87;R$ 1.062,87
CNPJ;3,70922E+13;01/06/2025;24/07/2025;09:39:31;Geral;MIT;Original;Ativa;R$ 4.817,14;R$ 4.817,14
CNPJ;3,70922E+13;01/05/2025;19/06/2025;09:26:47;Geral;MIT;Original;Ativa;R$ 1.526,59;R$ 1.526,59
CNPJ;3,65784E+13;01/09/2025;13/10/2025;09:34:55;Geral;eSocial;Original;Ativa;R$ 5.033,30;R$ 5.033,30
CNPJ;3,65784E+13;01/08/2025;27/08/2025;09:17:45;Geral;eSocial;Original;Ativa;R$ 3.797,15;R$ 3.797,15
CNPJ;3,65784E+13;01/07/2025;25/07/2025;10:22:48;Geral;eSocial;Original;Ativa;R$ 3.719,78;R$ 3.719,78
CNPJ;3,65784E+13;01/06/2025;02/07/2025;11:19:37;Geral;eSocial;Original;Ativa;R$ 3.728,12;R$ 3.728,12
CNPJ;3,65784E+13;01/05/2025;12/06/2025;09:40:42;Geral;eSocial;Original;Ativa;R$ 3.250,34;R$ 3.250,34
CNPJ;3,6243E+13;01/06/2025;11/06/2025;09:27:28;Geral;eSocial;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;3,6243E+13;01/05/2025;11/06/2025;09:28:50;Geral;eSocial;Original zerada;Ativa;R$ 0,00;R$ 0,00
CNPJ;3,8712E+13;01/07/2025;22/08/2025;21:45:48;Geral;REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 17.594,44;R$ 17.594,44
CNPJ;3,8712E+13;01/06/2025;24/07/2025;00:20:43;Geral;REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 2.713,58;R$ 2.713,58
CNPJ;3,8712E+13;01/05/2025;16/06/2025;23:02:17;Geral;REINF CP, REINF RET;Original;Ativa;R$ 14.676,43;R$ 14.676,43
CNPJ;3,72977E+13;01/09/2025;13/10/2025;17:38:49;Geral;eSocial;Original;Ativa;R$ 6.286,89;R$ 6.286,89
CNPJ;3,72977E+13;01/08/2025;11/09/2025;15:08:47;Geral;eSocial;Original;Ativa;R$ 8.420,33;R$ 8.420,33
CNPJ;3,72977E+13;01/07/2025;15/08/2025;17:03:31;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 7.572,91;R$ 7.572,91
CNPJ;3,72977E+13;01/06/2025;14/07/2025;11:25:25;Geral;eSocial;Original;Ativa;R$ 6.932,93;R$ 6.932,93
CNPJ;3,72977E+13;01/05/2025;12/06/2025;15:44:23;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 6.254,30;R$ 6.254,30
CNPJ;3,70936E+13;01/08/2025;23/09/2025;14:23:35;Geral;eSocial, MIT;Retificadora;Ativa;R$ 2.844,72;R$ 2.844,72
CNPJ;3,70936E+13;01/07/2025;21/08/2025;15:47:38;Geral;eSocial, MIT;Retificadora;Ativa;R$ 4.167,39;R$ 4.167,39
CNPJ;3,70936E+13;01/06/2025;25/07/2025;13:56:40;Geral;eSocial, MIT;Retificadora;Ativa;R$ 3.542,65;R$ 3.542,65
CNPJ;3,70936E+13;01/05/2025;10/06/2025;15:11:10;Geral;eSocial, MIT;Retificadora;Ativa;R$ 2.404,41;R$ 2.404,41
CNPJ;3,93114E+13;01/09/2025;25/09/2025;11:17:08;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,93114E+13;01/07/2025;28/07/2025;15:02:28;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,93114E+13;01/06/2025;16/06/2025;08:31:37;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,93114E+13;01/05/2025;21/05/2025;16:14:01;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,92728E+13;01/08/2025;18/09/2025;14:43:29;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 232.139,80;R$ 232.009,80
CNPJ;3,92728E+13;01/07/2025;25/08/2025;11:24:01;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 873.436,89;R$ 772.497,56
