Tipo NI;CNPJ;Período de Apuraçăo;Data de Transmissăo;Hora Transmissăo;Categoria;Origem;Tipo;Situaçăo;Débito Apurado;Saldo a Pagar
CNPJ;3,92728E+13;01/06/2025;24/07/2025;17:27:04;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 463.609,73;R$ 463.414,73
CNPJ;3,92728E+13;01/05/2025;25/06/2025;09:17:06;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 719.796,69;R$ 719.638,52
CNPJ;3,92263E+13;01/09/2025;07/10/2025;09:23:07;Geral;eSocial;Original;Ativa;R$ 388,35;R$ 388,35
CNPJ;3,92263E+13;01/08/2025;09/09/2025;15:49:43;Geral;eSocial;Original;Ativa;R$ 388,35;R$ 388,35
CNPJ;3,92263E+13;01/07/2025;04/08/2025;14:36:42;Geral;eSocial;Original;Ativa;R$ 388,35;R$ 388,35
CNPJ;3,92263E+13;01/06/2025;10/07/2025;14:53:18;Geral;eSocial;Original;Ativa;R$ 382,34;R$ 382,34
CNPJ;3,92263E+13;01/05/2025;11/06/2025;16:04:38;Geral;eSocial;Original;Ativa;R$ 231,12;R$ 231,12
CNPJ;3,93774E+13;01/08/2025;29/09/2025;17:45:52;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 26.489,15;R$ 26.326,65
CNPJ;3,93774E+13;01/06/2025;29/07/2025;14:11:54;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 23.639,90;R$ 23.509,90
CNPJ;3,93774E+13;01/05/2025;28/07/2025;09:13:08;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 26.524,01;R$ 26.394,01
CNPJ;3,93389E+13;01/09/2025;26/09/2025;09:20:37;Geral;eSocial;Original;Ativa;R$ 2.349,90;R$ 2.349,90
CNPJ;3,93389E+13;01/08/2025;26/08/2025;14:07:13;Geral;eSocial;Original;Ativa;R$ 2.168,58;R$ 2.168,58
CNPJ;3,93389E+13;01/07/2025;28/07/2025;11:07:07;Geral;eSocial;Original;Ativa;R$ 2.082,59;R$ 2.082,59
CNPJ;3,93389E+13;01/06/2025;26/06/2025;12:01:37;Geral;eSocial;Original;Ativa;R$ 2.082,59;R$ 2.082,59
CNPJ;3,93389E+13;01/05/2025;23/05/2025;15:21:18;Geral;eSocial;Original;Ativa;R$ 2.082,59;R$ 2.082,59
CNPJ;3,93367E+13;01/08/2025;13/10/2025;16:01:43;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 435.579,33;R$ 435.514,33
CNPJ;3,93367E+13;01/07/2025;21/08/2025;13:51:38;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 406.327,18;R$ 406.132,18
CNPJ;3,93367E+13;01/06/2025;08/08/2025;17:08:21;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 1.459.660,58;R$ 1.459.530,58
CNPJ;3,93367E+13;01/05/2025;11/07/2025;08:54:33;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 487.278,94;R$ 487.111,20
CNPJ;3,98117E+13;01/08/2025;23/09/2025;14:11:42;Geral;eSocial, MIT;Retificadora;Ativa;R$ 28.289,83;R$ 28.289,83
CNPJ;3,98117E+13;01/06/2025;28/07/2025;15:20:27;Geral;eSocial, MIT;Retificadora;Ativa;R$ 139.875,81;R$ 139.875,81
CNPJ;3,98117E+13;01/05/2025;23/06/2025;17:52:41;Geral;eSocial, MIT;Retificadora;Ativa;R$ 26.179,51;R$ 26.179,51
CNPJ;3,97856E+13;01/09/2025;17/10/2025;14:34:38;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 6.136,01;R$ 6.136,01
CNPJ;3,97856E+13;01/08/2025;19/09/2025;09:05:34;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 7.109,22;R$ 7.109,22
CNPJ;3,97856E+13;01/07/2025;15/09/2025;10:43:25;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 7.068,30;R$ 7.068,30
CNPJ;3,97856E+13;01/06/2025;30/07/2025;17:51:43;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 507.108,12;R$ 507.108,12
CNPJ;3,97856E+13;01/05/2025;21/05/2025;16:12:16;Geral;eSocial;Original;Ativa;R$ 3.616,59;R$ 3.616,59
CNPJ;3,97175E+13;01/08/2025;22/09/2025;09:51:49;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,97175E+13;01/07/2025;18/08/2025;10:21:15;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,97175E+13;01/06/2025;21/07/2025;11:52:24;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 470,58;R$ 470,58
CNPJ;3,97175E+13;01/05/2025;16/06/2025;11:37:03;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 470,58;R$ 470,58
CNPJ;4,14965E+13;01/07/2025;12/08/2025;14:31:12;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.783,97;R$ 1.521,80
CNPJ;4,14965E+13;01/05/2025;11/06/2025;12:11:48;Geral;eSocial;Retificadora;Ativa;R$ 2.731,73;R$ 2.536,73
CNPJ;4,14246E+13;01/09/2025;13/10/2025;11:56:43;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 7.757,80;R$ 7.757,80
CNPJ;4,14246E+13;01/08/2025;09/09/2025;14:08:48;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 8.603,39;R$ 8.568,72
CNPJ;4,14246E+13;01/07/2025;12/08/2025;15:14:09;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 6.900,06;R$ 6.900,06
CNPJ;4,14246E+13;01/06/2025;30/07/2025;16:33:12;Geral;eSocial, REINF CP, REINF RET, MIT;Retificadora;Ativa;R$ 8.447,54;R$ 8.447,54
CNPJ;4,14246E+13;01/05/2025;11/06/2025;10:32:06;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 6.386,19;R$ 6.386,19
CNPJ;4,01426E+13;01/09/2025;25/09/2025;11:28:13;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;4,01426E+13;01/08/2025;25/08/2025;08:29:49;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;4,01426E+13;01/07/2025;28/07/2025;15:02:44;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;4,01426E+13;01/06/2025;16/06/2025;08:31:07;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;4,01426E+13;01/05/2025;12/06/2025;09:19:29;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 166,98;R$ 166,98
CNPJ;4,20812E+13;01/09/2025;06/10/2025;11:38:25;Geral;eSocial;Original;Ativa;R$ 3.192,21;R$ 3.192,21
CNPJ;4,20812E+13;01/08/2025;03/09/2025;11:17:05;Geral;eSocial;Original;Ativa;R$ 2.975,25;R$ 2.975,25
CNPJ;4,20812E+13;01/07/2025;05/08/2025;13:06:42;Geral;eSocial;Original;Ativa;R$ 2.806,17;R$ 2.806,17
CNPJ;4,20812E+13;01/06/2025;31/07/2025;09:10:40;Geral;eSocial;Original;Ativa;R$ 2.780,57;R$ 2.780,57
CNPJ;4,20812E+13;01/05/2025;09/06/2025;10:38:59;Geral;eSocial;Retificadora;Ativa;R$ 2.780,57;R$ 2.780,57
CNPJ;4,16976E+13;01/09/2025;30/09/2025;08:38:44;Geral;eSocial;Original;Ativa;R$ 685,19;R$ 685,19
CNPJ;4,16976E+13;01/08/2025;27/08/2025;18:03:28;Geral;eSocial;Original;Ativa;R$ 631,08;R$ 631,08
CNPJ;4,16976E+13;01/07/2025;29/07/2025;16:04:55;Geral;eSocial;Original;Ativa;R$ 631,08;R$ 631,08
CNPJ;4,16976E+13;01/06/2025;01/07/2025;13:00:06;Geral;eSocial;Original;Ativa;R$ 667,19;R$ 667,19
CNPJ;4,16976E+13;01/05/2025;30/05/2025;12:11:10;Geral;eSocial;Original;Ativa;R$ 613,08;R$ 613,08
CNPJ;4,25694E+13;01/09/2025;14/10/2025;19:33:16;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 1.103,52;R$ 1.103,52
CNPJ;4,25694E+13;01/07/2025;14/08/2025;10:24:45;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 986,39;R$ 986,39
CNPJ;4,25694E+13;01/06/2025;15/07/2025;14:31:52;Geral;eSocial, REINF CP;Retificadora;Ativa;R$ 733,76;R$ 733,76
CNPJ;4,25694E+13;01/05/2025;13/06/2025;16:20:15;Geral;eSocial, REINF CP, MIT;Retificadora;Ativa;R$ 794,49;R$ 794,49
CNPJ;4,25323E+13;01/08/2025;11/09/2025;10:36:27;Geral;eSocial;Original;Ativa;R$ 20.724,93;R$ 20.724,93
CNPJ;4,25323E+13;01/07/2025;15/08/2025;09:28:00;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 18.175,99;R$ 18.175,99
CNPJ;4,25323E+13;01/06/2025;28/07/2025;16:46:56;Geral;eSocial, MIT;Retificadora;Ativa;R$ 92.806,55;R$ 92.806,55
CNPJ;4,25323E+13;01/05/2025;12/06/2025;17:45:06;Geral;eSocial;Original;Ativa;R$ 12.192,15;R$ 12.192,15
CNPJ;4,24528E+13;01/09/2025;06/10/2025;14:30:38;Geral;eSocial;Original;Ativa;R$ 407,35;R$ 407,35
CNPJ;4,24528E+13;01/08/2025;01/09/2025;15:44:28;Geral;eSocial;Retificadora;Ativa;R$ 302,01;R$ 302,01
CNPJ;4,24528E+13;01/07/2025;01/08/2025;10:45:04;Geral;eSocial;Original;Ativa;R$ 282,54;R$ 282,54
CNPJ;4,24528E+13;01/06/2025;02/07/2025;14:32:46;Geral;eSocial;Original;Ativa;R$ 309,19;R$ 309,19
CNPJ;4,24528E+13;01/05/2025;04/06/2025;15:36:55;Geral;eSocial;Original;Ativa;R$ 392,06;R$ 392,06
CNPJ;4,44908E+13;01/08/2025;11/09/2025;15:20:44;Geral;eSocial;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;4,44908E+13;01/07/2025;31/07/2025;13:53:29;Geral;eSocial;Original;Ativa;R$ 661,39;R$ 661,39
CNPJ;4,44908E+13;01/06/2025;04/07/2025;15:17:52;Geral;eSocial;Original;Ativa;R$ 1.140,00;R$ 815,00
CNPJ;4,44908E+13;01/05/2025;02/06/2025;10:11:54;Geral;eSocial;Original;Ativa;R$ 1.140,00;R$ 815,00
CNPJ;4,35563E+13;01/06/2025;04/07/2025;15:04:14;Geral;MIT;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;4,35563E+13;01/05/2025;24/06/2025;11:23:26;Geral;MIT;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;4,33403E+13;01/07/2025;04/08/2025;18:08:12;Geral;REINF RET;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;4,25971E+13;01/09/2025;09/10/2025;23:19:24;Geral;eSocial;Original;Ativa;R$ 506,47;R$ 506,47
CNPJ;4,25971E+13;01/08/2025;09/09/2025;12:03:30;Geral;eSocial;Original;Ativa;R$ 559,13;R$ 559,13
CNPJ;4,25971E+13;01/07/2025;28/08/2025;17:59:22;Geral;eSocial;Original;Ativa;R$ 636,76;R$ 636,76
CNPJ;4,25971E+13;01/06/2025;28/07/2025;17:29:15;Geral;eSocial;Original;Ativa;R$ 638,33;R$ 638,33
CNPJ;4,25971E+13;01/05/2025;27/06/2025;14:39:55;Geral;eSocial;Original;Ativa;R$ 1.077,64;R$ 1.077,64
CNPJ;4,74207E+13;01/07/2025;08/08/2025;17:12:03;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 543,63;R$ 478,63
CNPJ;4,74207E+13;01/05/2025;11/06/2025;08:42:31;Geral;eSocial;Original;Ativa;R$ 544,67;R$ 479,67
CNPJ;4,73062E+13;01/09/2025;25/09/2025;11:27:09;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;4,73062E+13;01/08/2025;25/08/2025;08:28:44;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;4,73062E+13;01/07/2025;15/08/2025;14:32:15;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 470,58;R$ 470,58
CNPJ;4,73062E+13;01/06/2025;30/07/2025;11:46:54;Geral;eSocial, MIT;Retificadora;Ativa;R$ 2.981,03;R$ 2.981,03
CNPJ;4,73062E+13;01/05/2025;21/05/2025;15:57:30;Geral;eSocial;Original;Ativa;R$ 470,58;R$ 470,58
CNPJ;4,67299E+13;01/05/2025;24/06/2025;10:47:02;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;4,65289E+13;01/09/2025;;;Geral;MIT;Original;Em andamento;R$ 4.810,72;R$ 4.810,72
CNPJ;4,65289E+13;01/07/2025;15/08/2025;14:20:01;Geral;REINF RET;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;4,65289E+13;01/06/2025;25/07/2025;14:51:10;Geral;MIT;Original;Ativa;R$ 4.211,23;R$ 4.211,23
CNPJ;4,62903E+13;01/07/2025;14/08/2025;17:55:11;Geral;eSocial;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;4,62903E+13;01/05/2025;30/05/2025;12:11:22;Geral;eSocial;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;4,93296E+13;01/08/2025;22/09/2025;14:00:03;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 30.005,43;R$ 29.810,43
CNPJ;4,93296E+13;01/07/2025;19/08/2025;14:36:43;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 24.870,74;R$ 24.675,74
CNPJ;4,93296E+13;01/06/2025;22/07/2025;09:57:44;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 49.649,60;R$ 49.588,93
CNPJ;4,93296E+13;01/05/2025;19/06/2025;08:36:30;Geral;eSocial, MIT;Retificadora;Ativa;R$ 25.551,48;R$ 25.551,48
CNPJ;4,88841E+13;01/09/2025;10/10/2025;11:56:52;Geral;eSocial;Original;Ativa;R$ 7.365,50;R$ 6.845,50
CNPJ;4,88841E+13;01/08/2025;09/09/2025;16:59:25;Geral;eSocial;Original;Ativa;R$ 7.749,02;R$ 7.205,19
CNPJ;4,88841E+13;01/07/2025;12/08/2025;15:28:05;Geral;eSocial;Original;Ativa;R$ 6.510,71;R$ 5.830,38
CNPJ;4,88841E+13;01/06/2025;09/07/2025;18:09:21;Geral;eSocial;Original;Ativa;R$ 5.642,57;R$ 4.942,75
CNPJ;4,88841E+13;01/05/2025;11/06/2025;15:35:54;Geral;eSocial;Original;Ativa;R$ 5.437,76;R$ 4.982,76
CNPJ;5,04858E+13;01/07/2025;08/08/2025;17:25:21;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 736,31;R$ 671,31
CNPJ;5,04858E+13;01/05/2025;17/06/2025;17:12:53;Geral;eSocial;Original;Ativa;R$ 644,23;R$ 579,23
CNPJ;5,01169E+13;01/09/2025;13/10/2025;12:09:12;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 8.195,56;R$ 7.441,56
CNPJ;5,01169E+13;01/08/2025;15/09/2025;09:18:35;Geral;"eSocial, REINF CP, REINF
RET";Retificadora;Ativa;R$ 7.945,66;R$ 7.326,00
CNPJ;5,01169E+13;01/07/2025;14/08/2025;17:48:51;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 8.347,09;R$ 7.377,28
CNPJ;5,01169E+13;01/06/2025;17/07/2025;09:58:45;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 8.540,36;R$ 6.207,93
CNPJ;5,01169E+13;01/05/2025;16/06/2025;15:47:01;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 9.135,13;R$ 6.856,86
CNPJ;4,99943E+13;01/09/2025;;;Geral;REINF CP;"Original sem
movimento";Em andamento;R$ 0,00;R$ 0,00
CNPJ;4,99943E+13;01/07/2025;15/09/2025;17:25:50;Geral;REINF CP;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;4,99943E+13;01/06/2025;28/07/2025;10:56:09;Geral;MIT;Retificadora;Ativa;R$ 362,70;R$ 362,70
CNPJ;4,94131E+13;01/08/2025;23/09/2025;14:55:04;Geral;MIT;Original;Ativa;R$ 1.086,74;R$ 1.086,74
CNPJ;4,94131E+13;01/07/2025;21/08/2025;17:04:04;Geral;MIT;Original;Ativa;R$ 1.095,13;R$ 1.095,13
CNPJ;4,94131E+13;01/06/2025;28/07/2025;08:55:07;Geral;MIT;Retificadora;Ativa;R$ 5.692,74;R$ 5.692,74
CNPJ;5,18881E+13;01/07/2025;12/08/2025;14:39:43;Geral;REINF RET;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,09607E+13;01/09/2025;02/10/2025;09:01:12;Geral;eSocial;Original;Ativa;R$ 927,81;R$ 927,81
CNPJ;5,09607E+13;01/08/2025;04/09/2025;10:47:18;Geral;eSocial;Original;Ativa;R$ 1.043,51;R$ 1.043,51
CNPJ;5,09607E+13;01/07/2025;05/08/2025;11:19:57;Geral;eSocial;Retificadora;Ativa;R$ 977,47;R$ 977,47
CNPJ;5,09607E+13;01/06/2025;16/07/2025;11:24:12;Geral;eSocial;Retificadora;Ativa;R$ 1.108,13;R$ 1.108,13
CNPJ;5,09607E+13;01/05/2025;02/06/2025;12:09:50;Geral;eSocial;Original;Ativa;R$ 1.376,83;R$ 1.376,83
CNPJ;5,05991E+13;01/08/2025;25/08/2025;08:29:18;Geral;eSocial;Original;Ativa;R$ 1.213,84;R$ 1.213,84
CNPJ;5,05991E+13;01/07/2025;15/08/2025;14:30:14;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 1.213,84;R$ 1.213,84
CNPJ;5,05991E+13;01/06/2025;22/07/2025;10:58:48;Geral;eSocial, MIT;Retificadora;Ativa;R$ 17.838,19;R$ 17.838,19
CNPJ;5,05991E+13;01/05/2025;19/06/2025;11:05:10;Geral;eSocial, MIT;Retificadora;Ativa;R$ 1.213,84;R$ 1.213,84
CNPJ;5,56755E+13;01/07/2025;21/08/2025;10:40:25;Geral;REINF RET, MIT;Retificadora;Ativa;R$ 2.353,51;R$ 2.353,51
CNPJ;5,56755E+13;01/05/2025;23/06/2025;19:36:35;Geral;MIT;Original;Ativa;R$ 644,37;R$ 644,37
CNPJ;5,54024E+13;01/09/2025;15/09/2025;12:09:33;Geral;eSocial;Original;Ativa;R$ 1.105,99;R$ 1.105,99
CNPJ;5,54024E+13;01/08/2025;22/08/2025;12:38:44;Geral;eSocial;Original;Ativa;R$ 1.105,99;R$ 1.105,99
CNPJ;5,54024E+13;01/07/2025;31/07/2025;17:58:01;Geral;eSocial;Retificadora;Ativa;R$ 1.105,99;R$ 1.105,99
CNPJ;5,54024E+13;01/06/2025;27/06/2025;09:40:56;Geral;eSocial;Original;Ativa;R$ 1.082,01;R$ 1.082,01
CNPJ;5,54024E+13;01/05/2025;17/06/2025;17:20:35;Geral;eSocial;Original;Ativa;R$ 975,76;R$ 975,76
CNPJ;5,53711E+13;01/07/2025;04/08/2025;11:18:05;Geral;REINF RET;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,2945E+13;01/09/2025;13/10/2025;09:38:09;Geral;eSocial;Original;Ativa;R$ 2.672,86;R$ 1.460,80
CNPJ;5,2945E+13;01/08/2025;05/09/2025;16:07:28;Geral;eSocial;Original;Ativa;R$ 3.296,15;R$ 1.807,91
CNPJ;5,2945E+13;01/07/2025;12/08/2025;14:28:48;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 2.378,59;R$ 80,74
CNPJ;5,2945E+13;01/06/2025;03/07/2025;16:45:35;Geral;eSocial;Original;Ativa;R$ 1.822,47;R$ 111,17
CNPJ;5,2945E+13;01/05/2025;06/06/2025;15:01:56;Geral;eSocial;Original;Ativa;R$ 1.706,18;R$ 0,00
CNPJ;5,78871E+13;01/06/2025;04/07/2025;09:20:06;Geral;MIT;Original;Ativa;R$ 23.881,12;R$ 23.881,12
CNPJ;5,69383E+13;01/09/2025;25/09/2025;11:27:21;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;5,69383E+13;01/08/2025;25/08/2025;08:29:49;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;5,69383E+13;01/07/2025;11/08/2025;13:20:38;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 166,98;R$ 166,98
CNPJ;5,69383E+13;01/06/2025;16/06/2025;08:31:09;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;5,69383E+13;01/05/2025;21/05/2025;16:08:13;Geral;eSocial;Original;Ativa;R$ 166,98;R$ 166,98
CNPJ;5,61581E+13;01/09/2025;15/10/2025;16:16:49;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.494,80;R$ 1.429,80
CNPJ;5,61581E+13;01/08/2025;15/09/2025;10:25:02;Geral;eSocial, REINF CP, REINF RET;Retificadora;Ativa;R$ 1.256,85;R$ 1.191,85
CNPJ;5,61581E+13;01/07/2025;20/08/2025;09:47:43;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 1.212,61;R$ 1.212,61
CNPJ;5,61581E+13;01/06/2025;31/07/2025;09:47:10;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 991,75;R$ 991,75
CNPJ;5,61581E+13;01/05/2025;23/06/2025;13:12:50;Geral;eSocial, REINF RET;Retificadora;Ativa;R$ 930,92;R$ 930,92
CNPJ;5,87631E+13;01/07/2025;26/08/2025;08:10:24;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 163.543,32;R$ 163.543,32
CNPJ;5,87631E+13;01/05/2025;26/06/2025;14:13:22;Geral;eSocial, REINF RET, MIT;Retificadora;Ativa;R$ 156.179,56;R$ 156.179,56
CNPJ;5,84581E+13;01/07/2025;05/08/2025;16:39:46;Geral;REINF RET;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,82778E+13;01/06/2025;17/07/2025;10:36:13;Geral;REINF CP, MIT;Retificadora sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,82778E+13;01/05/2025;12/06/2025;11:48:02;Geral;REINF CP, MIT;Retificadora sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,8072E+13;01/06/2025;17/07/2025;11:06:44;Geral;REINF CP, MIT;Retificadora sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,8072E+13;01/05/2025;16/07/2025;09:23:33;Geral;REINF CP, MIT;Retificadora sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,80502E+13;01/06/2025;17/07/2025;10:37:31;Geral;REINF CP, MIT;Retificadora sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,80502E+13;01/05/2025;27/06/2025;10:02:45;Geral;REINF CP, MIT;Retificadora sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,91609E+13;01/09/2025;20/10/2025;17:50:16;Geral;MIT;Original;Ativa;R$ 171,25;R$ 171,25
CNPJ;5,91609E+13;01/08/2025;22/09/2025;12:44:27;Geral;MIT;Original;Ativa;R$ 811,55;R$ 811,55
CNPJ;5,91609E+13;01/07/2025;27/08/2025;16:45:50;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,91609E+13;01/06/2025;01/07/2025;10:33:18;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,91609E+13;01/05/2025;19/06/2025;11:00:40;Geral;MIT;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,90002E+13;01/09/2025;20/10/2025;15:05:53;Geral;MIT;Original;Ativa;R$ 1.419,33;R$ 1.419,33
CNPJ;5,90002E+13;01/08/2025;19/09/2025;13:59:19;Geral;REINF CP;Original sem movimento;Ativa;R$ 0,00;R$ 0,00
CNPJ;5,90002E+13;01/07/2025;20/10/2025;14:57:36;Geral;REINF RET, MIT;Retificadora;Ativa;R$ 388,37;R$ 388,37
CNPJ;5,90002E+13;01/06/2025;20/10/2025;14:59:38;Geral;MIT;Retificadora;Ativa;R$ 1.334,50;R$ 1.334,50
CNPJ;5,90002E+13;01/05/2025;20/10/2025;14:59:07;Geral;MIT;Retificadora;Ativa;R$ 355,91;R$ 355,91
CNPJ;4,08912E+13;01/09/2025;24/09/2025;17:18:46;"Aferiçăo - CNO
90.012.36181/77";SERO;Original;Ativa;R$ 56.811,22;R$ 56.811,22
CNPJ;6,27711E+13;01/09/2025;25/09/2025;14:31:23;Geral;eSocial;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;6,12151E+13;01/09/2025;29/09/2025;16:19:21;Geral;eSocial;Retificadora;Ativa;R$ 941,16;R$ 941,16
CNPJ;6,12151E+13;01/06/2025;26/06/2025;09:37:47;Geral;eSocial;"Original sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;5,95808E+13;01/05/2025;02/06/2025;14:14:07;Geral;REINF CP, MIT;"Retificadora sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;5,92674E+13;01/09/2025;20/10/2025;14:22:54;Geral;eSocial, MIT;Retificadora;Ativa;R$ 13.118,18;R$ 13.118,18
CNPJ;5,92674E+13;01/08/2025;10/09/2025;09:44:24;Geral;eSocial, MIT;Retificadora;Ativa;R$ 2.749,79;R$ 2.749,79
CNPJ;5,92674E+13;01/07/2025;18/08/2025;17:32:46;Geral;"eSocial, REINF CP, REINF
RET, MIT";Retificadora;Ativa;R$ 2.749,79;R$ 2.749,79
CNPJ;5,92674E+13;01/06/2025;22/07/2025;09:20:59;Geral;eSocial, MIT;Retificadora;Ativa;R$ 13.118,01;R$ 13.118,01
CNPJ;5,92674E+13;01/05/2025;12/06/2025;15:34:44;Geral;eSocial, MIT;Retificadora;Ativa;R$ 2.749,79;R$ 2.749,79
CNPJ;5,91612E+13;01/06/2025;17/07/2025;10:51:13;Geral;REINF CP, MIT;"Retificadora sem
movimento";Ativa;R$ 0,00;R$ 0,00
CNPJ;5,91612E+13;01/05/2025;17/07/2025;10:51:13;Geral;REINF CP, MIT;"Retificadora sem
movimento";Ativa;R$ 0,00;R$ 0,00
